,subject,score,display,question,dimension,question_number,qdirection,item
22890,sub077,3.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
22896,sub077,2.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
22902,sub077,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
22908,sub077,1.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
22914,sub077,3.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
22920,sub077,3.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
22926,sub077,4.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
22932,sub077,1.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
22938,sub077,4.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
22944,sub077,2.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
22950,sub077,4.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
22956,sub077,3.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
22966,sub078,2.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
22978,sub078,0.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
22984,sub078,2.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
22990,sub078,0.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
22996,sub078,4.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
23002,sub078,1.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
23008,sub078,4.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
23014,sub078,2.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
23020,sub078,1.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
23026,sub078,1.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
23038,sub078,3.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
23044,sub078,2.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
23050,sub078,1.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
23056,sub078,3.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
23062,sub078,4.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
23068,sub078,1.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
23074,sub078,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
23080,sub078,3.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
23098,sub078,1.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
23104,sub078,1.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
23110,sub078,1.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
23116,sub078,4.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
23122,sub078,3.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
23128,sub078,1.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
23134,sub078,3.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
23140,sub078,1.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
23146,sub078,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
23152,sub078,1.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
23158,sub078,3.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
23164,sub078,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
23170,sub078,1.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
23176,sub078,3.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
23182,sub078,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
23188,sub078,1.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
23194,sub078,3.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
23200,sub078,2.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
23206,sub078,1.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
23212,sub078,3.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
23218,sub078,1.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
23224,sub078,1.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
23230,sub078,3.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
23242,sub078,1.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
23248,sub078,4.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
23254,sub078,1.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
23264,sub079,1.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
23270,sub079,1.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
23276,sub079,2.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
23282,sub079,3.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
23288,sub079,3.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
23294,sub079,0.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
23300,sub079,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
23306,sub079,4.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
23312,sub079,3.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
23324,sub079,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
23330,sub079,2.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
23342,sub079,4.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
23348,sub079,3.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
23354,sub079,4.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
23360,sub079,2.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
23372,sub079,3.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
23378,sub079,3.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
23384,sub079,3.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
23390,sub079,3.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
23396,sub079,4.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
23402,sub079,4.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
23414,sub079,3.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
23420,sub079,4.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
23426,sub079,2.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
23432,sub079,3.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
23438,sub079,4.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
23444,sub079,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
23450,sub079,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
23456,sub079,3.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
23462,sub079,4.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
23468,sub079,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
23480,sub079,4.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
23486,sub079,3.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
23492,sub079,3.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
23498,sub079,4.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
23504,sub079,0.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
23510,sub079,3.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
23516,sub079,4.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
23522,sub079,0.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
23528,sub079,3.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
23534,sub079,0.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
23540,sub079,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
23546,sub079,1.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
23552,sub079,3.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
23562,sub080,1.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
23568,sub080,3.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
23574,sub080,2.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
23580,sub080,2.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
23586,sub080,1.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
23592,sub080,4.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
23610,sub080,4.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
23616,sub080,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
23622,sub080,2.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
23628,sub080,3.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
23634,sub080,3.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
23646,sub080,0.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
23652,sub080,0.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
23658,sub080,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
23664,sub080,3.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
23670,sub080,0.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
23676,sub080,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
23682,sub080,1.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
23688,sub080,0.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
23694,sub080,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
23706,sub080,1.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
23712,sub080,2.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
23718,sub080,4.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
23724,sub080,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
23730,sub080,1.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
23736,sub080,0.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
23742,sub080,4.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
23748,sub080,4.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
